,DAY,FLAG_TSUNAMI,I_D,LATITUDE,LONGITUDE,MONTH,REGION_CODE,TYPE,YEAR,REL_EQ,ANOMALY?
377,,,308,  45.300,   11.000,,130.0,eq,1001.0,377,0
378,,,312,  47.000,    6.000,,120.0,eq,1003.0,378,0
379,,,311,  40.500,   43.300,,140.0,eq,1003.0,379,0
380,17.0,,316,  33.200,   44.200,9.0,140.0,eq,1007.0,380,0
381,11.0,Tsu,318,  27.665,   52.348,4.0,140.0,eq,1008.0,381,0
382,11.0,tsu,19372,27.666659999999997,52.3425,4.0,140.0,tsu,1008.0,381,0
383,9.0,,319,  41.000,   29.500,3.0,140.0,eq,1010.0,383,0
384,,,321,  64.000,  -21.000,,120.0,eq,1013.0,384,0
385,12.0,,322,  47.500,    7.600,5.0,120.0,eq,1021.0,385,0
386,,,7905,  39.800,  113.100,4.0,30.0,eq,1022.0,386,0
387,16.0,Tsu,5902,  34.800,  131.800,6.0,30.0,eq,1026.0,387,0
388,16.0,tsu,19401,34.6167,131.6,6.0,30.0,tsu,1026.0,387,0
389,16.0,tsu,52,34.88,132.43,6.0,30.0,tsu,1026.0,387,0
390,2.0,tsu,25678,32.483000000000004,34.883,12.0,130.0,tsu,1033.0,387,3
391,5.0,Tsu,8156,  33.000,   35.000,12.0,140.0,eq,1033.0,391,0
392,5.0,tsu,10887,32.924,35.073,12.0,130.0,tsu,1033.0,391,3
393,5.0,tsu,10886,31.666999999999998,34.55,12.0,130.0,tsu,1033.0,391,3
394,5.0,tsu,10885,31.52,34.43,12.0,130.0,tsu,1033.0,391,3
395,5.0,tsu,25679,33.8,35.8,12.0,130.0,tsu,1033.0,391,3
396,,,325,  37.600,  126.300,7.0,30.0,eq,1036.0,396,0
397,,,326,  32.000,  119.000,12.0,30.0,eq,1037.0,397,0
398,9.0,,327,  38.400,  112.900,1.0,30.0,eq,1038.0,398,0
399,2.0,Tsu,8237,  38.400,   27.300,2.0,140.0,eq,1039.0,399,0
400,2.0,tsu,10889,41.019,28.965,2.0,130.0,tsu,1039.0,399,3
401,,,330,  35.700,   10.000,,15.0,eq,1040.0,401,0
402,21.0,,333,  38.000,   46.200,8.0,140.0,eq,1042.0,402,0
403,4.0,,335,  38.100,   46.300,11.0,140.0,eq,1042.0,403,0
404,,,336,  39.700,   39.500,,140.0,eq,1045.0,404,0
405,,,337,  40.500,   43.500,,140.0,eq,1046.0,405,0
406,,,338,  52.000,        ,,120.0,eq,1048.0,406,0
407,,,341,  36.000,   58.800,3.0,140.0,eq,1052.0,407,0
408,,,339,  30.600,   50.300,,140.0,eq,1052.0,408,0
409,,,344,  39.700,  116.300,,30.0,eq,1057.0,409,0
410,8.0,,348,  34.300,   44.700,12.0,140.0,eq,1058.0,410,0
411,,,351,  34.300,   35.500,7.0,140.0,eq,1063.0,411,0
412,23.0,,352,  40.400,   28.900,9.0,140.0,eq,1063.0,412,0
413,,,353,  40.700,   29.700,,140.0,eq,1064.0,413,0
414,21.0,,354,  38.100,   15.100,1.0,130.0,eq,1065.0,414,0
415,23.0,tsu,10892,40.87,29.12,9.0,130.0,tsu,1065.0,414,1
416,23.0,tsu,10893,41.019,28.965,9.0,130.0,tsu,1065.0,414,1
417,3.0,,355,  35.000,   58.000,12.0,140.0,eq,1065.0,417,0
418,31.0,,356,  34.000,   58.000,3.0,140.0,eq,1066.0,418,0
419,,,359,  23.600,  116.500,11.0,30.0,eq,1067.0,419,0
420,18.0,Tsu,361,  29.500,   34.950,3.0,140.0,eq,1068.0,420,0
421,18.0,tsu,10894,31.816999999999997,34.65,3.0,130.0,tsu,1068.0,420,3
422,18.0,tsu,56,32.010999999999996,34.772,3.0,130.0,tsu,1068.0,420,3
423,18.0,tsu,10895,31.816999999999997,34.717,3.0,130.0,tsu,1068.0,420,3
424,14.0,,362,  38.500,  116.100,8.0,30.0,eq,1068.0,424,0
425,25.0,,364,  30.000,   31.100,2.0,15.0,eq,1070.0,425,0
426,,,365,  14.200,   43.300,,60.0,eq,1072.0,426,0
427,,,366,  35.000,   38.000,,140.0,eq,1076.0,427,0
428,6.0,,367,  40.500,   28.500,12.0,140.0,eq,1082.0,428,0
429,29.0,,368,  31.000,   49.000,4.0,140.0,eq,1085.0,429,0
430,29.0,,369,  39.900,   41.100,4.0,140.0,eq,1085.0,430,0
431,18.0,,371,  34.000,   44.000,4.0,140.0,eq,1086.0,431,0
432,,,370,  37.000,   15.300,,130.0,eq,1086.0,432,0
433,22.0,,372,  41.400,   43.200,4.0,40.0,eq,1088.0,433,0
434,10.0,Tsu,5904,  40.500,  143.000,6.0,30.0,eq,1088.0,434,0
435,10.0,tsu,10225,39.33,142.0,6.0,30.0,tsu,1088.0,434,0
436,,,373,  34.300,   38.200,,140.0,eq,1089.0,436,0
437,,,374,  36.100,   36.100,,140.0,eq,1091.0,437,0
438,17.0,Tsu,375,  34.000,  137.500,12.0,30.0,eq,1096.0,438,0
439,17.0,tsu,60,34.717,136.517,12.0,30.0,tsu,1096.0,438,0
440,17.0,tsu,59,34.98,138.4,12.0,30.0,tsu,1096.0,438,0
441,17.0,tsu,58,34.69,136.54,12.0,30.0,tsu,1096.0,438,0
442,17.0,tsu,57,34.62,137.11,12.0,30.0,tsu,1096.0,438,0
443,17.0,tsu,16504,34.7,138.2,12.0,30.0,tsu,1096.0,438,0
444,22.0,Tsu,7381,  33.000,  135.500,2.0,30.0,eq,1099.0,444,0
445,22.0,tsu,10374,33.0,135.5,2.0,30.0,tsu,1099.0,444,0
446,11.0,tsu,61,50.11600000000001,-5.483,11.0,120.0,tsu,1099.0,444,3
447,,,376,  36.000,   59.000,,140.0,eq,1101.0,447,0
448,15.0,,377,  37.500,  112.600,1.0,30.0,eq,1102.0,448,0
449,28.0,,379,  35.000,   62.100,2.0,40.0,eq,1102.0,449,0
450,,tsu,10896,45.373000000000005,12.344000000000001,3.0,130.0,tsu,1106.0,449,1
451,,,380,  36.200,   36.100,,140.0,eq,1106.0,451,0
452,,,381,  36.200,   36.100,,140.0,eq,1109.0,452,0
453,,,382,  38.500,   43.400,,140.0,eq,1111.0,453,0
454,20.0,tsu,25831,40.83,14.25,6.0,130.0,tsu,1112.0,453,1
455,12.0,,385,  37.500,   38.500,3.0,140.0,eq,1114.0,455,0
456,,,9985,  42.420,   12.100,,130.0,eq,1114.0,456,0
457,,,383,  36.100,   36.100,,140.0,eq,1114.0,457,0
458,,,387,  26.400,   55.500,,140.0,eq,1115.0,458,0
459,,,389,  36.800,   39.000,,140.0,eq,1115.0,459,0
460,,,388,  36.100,   36.100,,140.0,eq,1115.0,460,0
461,3.0,,390,  45.500,   11.000,1.0,130.0,eq,1117.0,461,0
462,1.0,,391,  44.800,   11.300,3.0,130.0,eq,1117.0,462,0
463,10.0,,392,  36.200,   50.000,12.0,140.0,eq,1119.0,463,0
464,30.0,,7906,  36.100,  103.700,8.0,30.0,eq,1125.0,464,0
465,11.0,,393,  41.100,   14.800,10.0,130.0,eq,1125.0,465,0
466,12.0,,394,  36.200,   43.100,2.0,140.0,eq,1130.0,466,0
467,28.0,,395,  33.200,   44.200,2.0,140.0,eq,1130.0,467,0
468,19.0,,398,  36.300,   43.100,9.0,140.0,eq,1137.0,468,0
469,,,397,  37.300,   15.100,,130.0,eq,1137.0,469,0
470,,,402,  40.300,   46.300,,40.0,eq,1139.0,470,0
471,,,405,  38.500,  106.300,4.0,30.0,eq,1143.0,471,0
472,11.0,,406,  33.200,   44.400,5.0,140.0,eq,1149.0,472,0
473,,,408,  38.700,   -9.100,,130.0,eq,1151.0,473,0
474,,,407,  32.600,   36.700,,140.0,eq,1151.0,474,0
475,,,409,  39.800,   20.100,,130.0,eq,1153.0,475,0
476,18.0,,412,  45.800,    8.100,1.0,130.0,eq,1155.0,476,0
477,,,411,  34.500,   36.500,,140.0,eq,1155.0,477,0
478,26.0,,413,  36.200,   37.200,10.0,140.0,eq,1156.0,478,0
479,13.0,,415,  35.100,   36.300,2.0,140.0,eq,1157.0,479,0
480,,,416,  38.400,   38.350,,140.0,eq,1158.0,480,0
481,,,417,  32.000,   35.500,,140.0,eq,1160.0,481,0
482,,,418,  64.300,  -20.000,,120.0,eq,1164.0,482,0
483,4.0,Tsu,421,  37.300,   15.030,2.0,130.0,eq,1169.0,483,0
484,4.0,tsu,10898,38.18,15.562000000000001,2.0,130.0,tsu,1169.0,483,0
485,,,419,  36.200,   37.200,,140.0,eq,1169.0,485,0
486,,,422,  34.400,   35.800,,140.0,eq,1171.0,486,0
487,,Tsu,9807,  38.000,   15.000,,130.0,eq,1172.0,487,0
488,,tsu,10900,38.0,15.0,,130.0,tsu,1172.0,487,0
489,22.0,,424,  35.300,   51.200,7.0,140.0,eq,1175.0,489,0
490,,,423,  37.500,   65.500,,40.0,eq,1175.0,490,0
491,,,425,  36.300,   50.000,,140.0,eq,1176.0,491,0
492,,,426,  36.100,   36.100,,140.0,eq,1179.0,492,0
493,,,427,  41.100,   15.100,,130.0,eq,1180.0,493,0
494,,,429,  64.000,  -21.000,,120.0,eq,1182.0,494,0
495,,,428,  32.600,   36.700,,140.0,eq,1182.0,495,0
496,,,430,  34.500,   36.500,,140.0,eq,1183.0,496,0
497,24.0,,432,  39.300,   16.200,5.0,130.0,eq,1184.0,497,0
498,25.0,,435,  46.400,   15.300,4.0,130.0,eq,1201.0,498,0
499,20.0,Tsu,440,  33.500,   36.000,5.0,140.0,eq,1202.0,499,0
500,20.0,tsu,15703,34.75,32.42,5.0,130.0,tsu,1202.0,499,3
501,20.0,tsu,16090,31.2,29.919,5.0,130.0,tsu,1202.0,499,3
502,20.0,tsu,62,34.67,33.03,5.0,130.0,tsu,1202.0,499,3
503,25.0,,442,  27.100,  118.400,7.0,30.0,eq,1202.0,503,0
504,16.0,,444,  36.300,   57.600,7.0,140.0,eq,1208.0,504,0
505,,,445,  42.000,   60.000,,40.0,eq,1208.0,505,0
506,4.0,,448,  36.000,  111.800,12.0,30.0,eq,1209.0,506,0
507,,,447,  36.000,   58.800,,140.0,eq,1209.0,507,0
508,15.0,,450,  30.500,   31.300,6.0,15.0,eq,1211.0,508,0
509,2.0,,451,  36.000,  106.200,6.0,30.0,eq,1219.0,509,0
510,,Tsu,5936,  34.500,   33.000,5.0,130.0,eq,1222.0,510,0
511,,tsu,64,34.75,32.42,5.0,130.0,tsu,1222.0,510,0
512,,tsu,63,34.67,33.03,5.0,130.0,tsu,1222.0,510,0
513,25.0,,452,  45.550,   10.220,12.0,130.0,eq,1222.0,513,0
514,,,454,  41.600,   15.900,,130.0,eq,1223.0,514,0
515,,,8091,  38.500,  106.300,7.0,30.0,eq,1227.0,515,0
516,,,455,  43.600,    5.300,,120.0,eq,1227.0,516,0
517,11.0,Tsu,9981,  41.000,   28.600,3.0,140.0,eq,1231.0,517,0
518,11.0,tsu,25837,41.019,28.965,3.0,130.0,tsu,1231.0,517,3
519,1.0,,457,  41.500,   13.800,6.0,130.0,eq,1231.0,519,0
520,,,458,  45.300,   12.200,,130.0,eq,1233.0,520,0
521,,,460,  41.300,   19.500,3.0,130.0,eq,1237.0,521,0
522,24.0,,461,  34.200,   58.400,8.0,140.0,eq,1237.0,522,0
523,,,459,  41.200,   19.300,,130.0,eq,1237.0,523,0
524,22.0,Tsu,5937,  35.200,  139.400,5.0,30.0,eq,1241.0,524,0
525,22.0,tsu,65,35.309,139.55,5.0,30.0,tsu,1241.0,524,0
526,22.0,tsu,19470,35.283,139.567,5.0,30.0,tsu,1241.0,524,0
527,,,462,  41.000,   13.000,,130.0,eq,1248.0,527,0
528,7.0,,9947,  27.700,   85.300,6.0,60.0,eq,1255.0,528,0
529,9.0,Tsu,5938,  39.000,  144.000,10.0,30.0,eq,1257.0,529,2
530,9.0,Tsu,5939,  35.200,  139.500,10.0,30.0,eq,1257.0,530,0
531,9.0,tsu,10375,39.0,141.7,10.0,30.0,tsu,1257.0,530,0
532,9.0,tsu,10376,35.2,139.5,10.0,30.0,tsu,1257.0,530,0
533,9.0,tsu,28202,40.195,141.79,10.0,30.0,tsu,1257.0,530,0
534,9.0,tsu,28201,40.11,141.82,10.0,30.0,tsu,1257.0,530,0
535,,,463,  38.000,   12.500,,130.0,eq,1259.0,535,0
536,11.0,tsu,10901,40.633,27.616999999999997,8.0,130.0,tsu,1265.0,535,1
537,,,464,  36.000,   58.800,,140.0,eq,1267.0,537,0
538,,,465,  39.750,   39.500,,140.0,eq,1268.0,538,0
539,29.0,,470,  38.000,   46.200,7.0,140.0,eq,1272.0,539,0
540,,tsu,10902,41.3231,19.4414,3.0,130.0,tsu,1273.0,539,1
541,,Tsu,7798,  41.300,   19.700,9.0,130.0,eq,1273.0,541,2
542,,,471,  40.600,   15.800,,130.0,eq,1273.0,542,0
543,14.0,,472,  42.100,   44.200,4.0,40.0,eq,1275.0,543,0
544,,,473,  35.100,   -6.100,,15.0,eq,1276.0,544,0
545,20.0,,474,  45.300,   11.000,7.0,130.0,eq,1277.0,545,0
546,30.0,,477,  44.200,   12.000,4.0,130.0,eq,1279.0,546,0
547,3.0,,478,  36.100,   58.500,5.0,140.0,eq,1280.0,547,0
548,6.0,,479,  44.100,   15.200,6.0,130.0,eq,1280.0,548,0
549,3.0,,480,  44.100,   15.200,11.0,130.0,eq,1280.0,549,0
550,,,481,  36.100,   58.800,,140.0,eq,1281.0,550,0
551,,,482,  41.700,   43.200,,40.0,eq,1283.0,551,0
552,,,483,  33.300,   36.200,,140.0,eq,1284.0,552,0
553,,,484,  47.400,    2.500,,120.0,eq,1286.0,553,0
554,,,485,  40.000,  116.500,8.0,30.0,eq,1289.0,554,0
555,25.0,,486,  48.600,    7.800,11.0,120.0,eq,1289.0,555,0
556,27.0,,488,  41.500,  119.300,9.0,30.0,eq,1290.0,556,0
557,4.0,,490,  29.400,   52.300,1.0,140.0,eq,1291.0,557,0
558,25.0,,491,  36.100,  111.500,8.0,30.0,eq,1291.0,558,0
559,11.0,,492,  32.000,   34.900,1.0,140.0,eq,1293.0,559,0
560,27.0,Tsu,494,  35.200,  139.400,5.0,30.0,eq,1293.0,560,0
561,27.0,tsu,10377,35.309,139.55,5.0,30.0,tsu,1293.0,560,0
562,5.0,,495,  46.900,    9.500,4.0,120.0,eq,1295.0,562,0
563,4.0,,496,  46.900,    9.500,9.0,120.0,eq,1295.0,563,0
564,30.0,,497,  42.400,   12.900,11.0,130.0,eq,1298.0,564,0
565,30.0,,500,  44.100,   15.200,9.0,130.0,eq,1300.0,565,0
566,,,499,  42.400,   12.900,,130.0,eq,1300.0,566,0
567,,,498,  36.800,   56.000,,140.0,eq,1300.0,567,0
568,,,501,  36.200,   53.400,,140.0,eq,1301.0,568,0
569,8.0,Tsu,5940,  34.000,   26.000,8.0,130.0,eq,1303.0,569,0
570,8.0,tsu,10904,32.924,35.073,8.0,130.0,tsu,1303.0,569,0
571,8.0,tsu,66,31.2,29.919,8.0,130.0,tsu,1303.0,569,0
572,8.0,tsu,10909,36.167,28.0,8.0,130.0,tsu,1303.0,569,0
573,8.0,tsu,10903,35.333,25.133000000000003,8.0,130.0,tsu,1303.0,569,0
574,8.0,tsu,67,35.339,25.18,8.0,130.0,tsu,1303.0,569,0
575,17.0,,503,  36.300,  111.700,9.0,30.0,eq,1303.0,575,0
576,7.0,,7979,  38.500,   45.500,11.0,140.0,eq,1304.0,576,0
577,3.0,,506,  39.800,  113.100,5.0,30.0,eq,1305.0,577,0
578,12.0,,509,  35.900,  106.100,9.0,30.0,eq,1306.0,578,0
579,,,507,  26.600,   56.200,,140.0,eq,1306.0,579,0
580,,,508,  35.500,   25.500,,130.0,eq,1306.0,580,0
581,,,513,  31.200,  112.200,7.0,30.0,eq,1310.0,581,0
582,,,511,  35.600,   46.000,,140.0,eq,1310.0,582,0
583,5.0,,514,  36.500,  113.800,10.0,30.0,eq,1314.0,583,0
584,,,517,  41.500,   13.800,,130.0,eq,1319.0,584,0
585,,,516,  39.100,   44.500,,140.0,eq,1319.0,585,0
586,9.0,,518,  36.000,  -10.700,12.0,130.0,eq,1320.0,586,0
587,,tsu,10910,45.43899999999999,12.327,,130.0,tsu,1321.0,586,1
588,,,519,  45.200,   14.700,,130.0,eq,1323.0,588,0
589,,,7908,  30.100,  102.700,9.0,30.0,eq,1327.0,589,0
590,1.0,,520,  42.800,   13.000,12.0,130.0,eq,1328.0,590,0
591,28.0,Tsu,9973,  37.734,   15.004,6.0,130.0,eq,1329.0,591,0
592,28.0,tsu,10911,38.0,15.0,6.0,130.0,tsu,1329.0,591,0
593,15.0,Tsu,5941,  33.700,  135.200,8.0,30.0,eq,1331.0,593,0
594,12.0,tsu,10912,41.019,28.965,2.0,130.0,tsu,1332.0,593,3
595,9.0,,522,  26.600,   56.200,5.0,140.0,eq,1336.0,595,0
596,21.0,,524,  34.700,   59.700,10.0,140.0,eq,1336.0,596,0
597,8.0,,7909,  40.400,  115.700,9.0,30.0,eq,1337.0,597,0
598,,,525,  34.300,   35.500,,140.0,eq,1339.0,598,0
599,23.0,,526,  29.000,  111.300,7.0,30.0,eq,1340.0,599,0
600,1.0,Tsu,9986,  44.300,   34.300,1.0,110.0,eq,1341.0,600,2
601,31.0,Tsu,5942,  41.000,  139.500,10.0,30.0,eq,1341.0,601,0
602,31.0,tsu,69,41.033,140.333,10.0,30.0,tsu,1341.0,601,0
603,1.0,,527,  33.500,   36.300,1.0,140.0,eq,1343.0,603,0
604,30.0,,528,  44.000,   15.000,6.0,130.0,eq,1343.0,604,0
605,3.0,,529,  34.900,  105.800,7.0,30.0,eq,1343.0,605,0
606,25.0,tsu,10914,40.83,14.25,11.0,130.0,tsu,1343.0,605,1
607,12.0,tsu,10915,41.03,29.0,2.0,130.0,tsu,1344.0,605,1
608,15.0,,531,  32.600,   51.700,5.0,140.0,eq,1344.0,608,0
609,14.0,Tsu,5943,  40.800,   28.800,10.0,140.0,eq,1344.0,609,0
610,14.0,tsu,70,41.03,29.0,10.0,130.0,tsu,1344.0,609,3
611,,,530,  38.000,   -9.000,,130.0,eq,1344.0,611,0
612,12.0,,532,  43.800,   11.300,9.0,130.0,eq,1345.0,612,0
613,24.0,,533,  47.500,    7.600,11.0,120.0,eq,1346.0,613,0
614,,,534,  36.900,  118.200,5.0,30.0,eq,1347.0,614,0
615,25.0,,536,  46.400,   13.500,1.0,120.0,eq,1348.0,615,0
616,25.0,tsu,10916,45.5,12.5,1.0,130.0,tsu,1348.0,615,1
617,9.0,,540,  42.300,   13.500,9.0,130.0,eq,1349.0,617,0
618,,,542,  43.000,   43.000,,40.0,eq,1350.0,618,0
619,14.0,,7910,  37.300,  113.000,5.0,30.0,eq,1351.0,619,0
620,18.0,,7911,  35.600,  105.300,4.0,30.0,eq,1352.0,620,0
621,25.0,,543,  43.500,   12.100,12.0,130.0,eq,1352.0,621,0
622,,,545,  40.800,   27.000,,140.0,eq,1353.0,622,0
623,,,546,  35.100,   36.400,,140.0,eq,1354.0,623,0
624,24.0,,547,  36.800,   -9.000,8.0,130.0,eq,1356.0,624,0
625,18.0,,551,  47.400,    7.600,10.0,120.0,eq,1356.0,625,0
626,18.0,,550,  47.400,    7.500,10.0,120.0,eq,1356.0,626,0
627,,,552,  14.100,   43.200,,60.0,eq,1358.0,627,0
628,3.0,,9917,  36.800,    3.000,3.0,15.0,eq,1359.0,628,0
629,2.0,tsu,71,34.667,135.433,11.0,30.0,tsu,1360.0,628,1
630,22.0,Tsu,6003,  33.400,  136.200,11.0,30.0,eq,1360.0,630,0
631,22.0,tsu,19402,34.083,136.2,11.0,30.0,tsu,1360.0,630,0
632,22.0,tsu,28203,34.2,135.2,11.0,30.0,tsu,1360.0,630,0
633,,,553,  26.800,   55.900,,140.0,eq,1360.0,633,0
634,17.0,,555,  40.300,   15.600,7.0,130.0,eq,1361.0,634,0
635,3.0,Tsu,556,  33.000,  135.000,8.0,30.0,eq,1361.0,635,0
636,3.0,tsu,73,34.7,135.5,8.0,30.0,tsu,1361.0,635,0
637,3.0,tsu,19471,34.7782,135.5951,8.0,30.0,tsu,1361.0,635,0
638,3.0,tsu,72,34.06,134.6,8.0,30.0,tsu,1361.0,635,0
639,3.0,tsu,74,34.65,135.5,8.0,30.0,tsu,1361.0,635,0
640,3.0,tsu,75,34.183,134.61700000000002,8.0,30.0,tsu,1361.0,635,0
641,3.0,tsu,76,33.766999999999996,134.6,8.0,30.0,tsu,1361.0,635,0
642,,,7912,  28.800,  115.300,,30.0,eq,1361.0,642,0
643,2.0,Tsu,8150,  36.800,    3.000,1.0,15.0,eq,1365.0,643,0
644,2.0,tsu,10917,36.763000000000005,3.051,1.0,130.0,tsu,1365.0,643,3
645,,,557,  37.300,   49.700,,140.0,eq,1367.0,645,0
646,8.0,,7913,  37.600,  112.500,7.0,30.0,eq,1368.0,646,0
647,16.0,,558,  32.000,  118.800,8.0,30.0,eq,1372.0,647,0
648,2.0,,559,  42.100,    -.300,2.0,130.0,eq,1374.0,648,0
649,,,560,  46.900,    8.400,,120.0,eq,1375.0,649,0
650,,,561,  12.400,   45.100,,60.0,eq,1377.0,650,0
651,,,562,  41.100,   20.100,,130.0,eq,1380.0,651,0
652,17.0,,563,  35.300,   51.200,3.0,140.0,eq,1382.0,652,0
653,6.0,,564,  39.200,   26.200,8.0,140.0,eq,1383.0,653,0
654,,,566,  39.300,   26.300,8.0,130.0,eq,1384.0,654,0
655,1.0,,567,  37.600,  126.300,8.0,30.0,eq,1385.0,655,0
656,,,568,  44.200,   17.700,,130.0,eq,1386.0,656,0
657,5.0,,569,  44.100,   15.200,3.0,130.0,eq,1387.0,657,0
658,5.0,,8180,  12.400,   45.100,9.0,60.0,eq,1387.0,658,0
659,20.0,,570,  36.200,   58.500,1.0,140.0,eq,1389.0,659,0
660,30.0,,571,  36.100,   58.500,1.0,140.0,eq,1389.0,660,0
661,,,572,  36.200,   58.800,2.0,140.0,eq,1389.0,661,0
662,20.0,Tsu,573,  38.500,   26.500,3.0,130.0,eq,1389.0,662,0
663,20.0,tsu,77,38.368,26.136,3.0,130.0,tsu,1389.0,662,0
664,,,574,  39.800,   64.400,5.0,40.0,eq,1390.0,664,0
665,5.0,,575,  44.100,   15.200,12.0,130.0,eq,1390.0,665,0
666,23.0,,576,  47.400,    7.200,3.0,120.0,eq,1391.0,666,0
667,6.0,,577,  44.100,   15.200,11.0,130.0,eq,1399.0,667,0
668,,,580,  27.700,   54.300,,140.0,eq,1400.0,668,0
669,,,578,  36.500,   49.000,,140.0,eq,1400.0,669,0
670,,tsu,10918,38.35,22.25,6.0,130.0,tsu,1402.0,669,1
671,,Tsu,581,  35.000,   37.000,,140.0,eq,1402.0,671,2
672,,Tsu,5944,  33.700,  136.500,12.0,30.0,eq,1403.0,672,0
673,,tsu,28204,33.5,135.8,12.0,30.0,tsu,1403.0,672,0
674,,tsu,10378,35.31,139.54,12.0,30.0,tsu,1403.0,672,0
675,,,582,  36.100,   37.100,,140.0,eq,1404.0,675,0
676,29.0,,583,  36.000,   58.800,1.0,140.0,eq,1405.0,676,0
677,16.0,Tsu,7382,  34.400,  138.400,10.0,30.0,eq,1406.0,677,2
678,9.0,,584,  36.000,   36.000,4.0,140.0,eq,1407.0,678,0
679,23.0,tsu,25335,38.0406,125.7147,8.0,30.0,tsu,1407.0,678,1
680,21.0,Tsu,5945,  33.800,  136.900,1.0,30.0,eq,1408.0,680,0
681,21.0,tsu,28205,33.5,135.8,1.0,30.0,tsu,1408.0,680,0
682,21.0,tsu,10379,35.31,139.54,1.0,30.0,tsu,1408.0,680,0
683,20.0,Tsu,585,  36.200,   36.100,12.0,140.0,eq,1408.0,683,0
684,20.0,tsu,15731,35.516999999999996,35.783,12.0,130.0,tsu,1408.0,683,3
685,3.0,,587,  43.500,   12.100,8.0,130.0,eq,1414.0,685,0
686,,,588,  41.000,   15.000,,130.0,eq,1417.0,686,0
687,7.0,,589,  43.900,   15.600,4.0,130.0,eq,1418.0,687,0
688,15.0,Tsu,5954,  40.900,   28.900,3.0,140.0,eq,1419.0,688,0
689,6.0,tsu,78,34.81,135.57,9.0,30.0,tsu,1420.0,688,3
690,,,590,  14.100,   43.200,,60.0,eq,1426.0,690,0
691,15.0,,591,  41.700,    2.200,5.0,130.0,eq,1427.0,691,0
692,2.0,,593,  43.400,    4.400,2.0,120.0,eq,1428.0,692,0
693,24.0,,594,  37.200,   -3.600,4.0,130.0,eq,1431.0,693,0
694,7.0,Tsu,5946,  34.900,  139.500,11.0,30.0,eq,1433.0,694,0
695,7.0,tsu,10380,35.75,140.8,11.0,30.0,tsu,1433.0,694,0
696,6.0,tsu,25333,37.4536,126.7317,8.0,30.0,tsu,1434.0,694,0
697,26.0,,596,  36.200,  103.300,10.0,30.0,eq,1440.0,697,0
698,,,595,  28.300,   53.100,,140.0,eq,1440.0,698,0
699,,,597,  38.000,   46.200,,140.0,eq,1441.0,699,0
700,,,598,  38.300,   43.200,,140.0,eq,1441.0,700,0
701,5.0,,599,  48.500,   19.100,6.0,110.0,eq,1443.0,701,0
702,,,601,  43.200,   27.900,11.0,110.0,eq,1444.0,702,0
703,,,600,  38.700,   42.200,,140.0,eq,1444.0,703,0
704,12.0,,7914,  24.500,  117.600,12.0,30.0,eq,1445.0,704,0
705,4.0,,602,  41.900,   12.600,11.0,130.0,eq,1447.0,705,0
706,19.0,Tsu,5947,  37.500,  138.200,9.0,30.0,eq,1448.0,706,0
707,19.0,tsu,79,36.7,137.23,9.0,30.0,tsu,1448.0,706,0
708,,,603,  42.600,   18.100,,130.0,eq,1451.0,708,0
709,14.0,,604,  47.500,    7.600,9.0,120.0,eq,1454.0,709,0
710,15.0,,605,  47.500,    7.600,9.0,120.0,eq,1454.0,710,0
711,24.0,,606,  35.900,  126.500,1.0,30.0,eq,1455.0,711,0
712,16.0,,608,  42.200,   20.700,6.0,130.0,eq,1456.0,712,0
713,29.0,,609,  39.800,   39.500,11.0,140.0,eq,1456.0,713,0
714,4.0,tsu,10920,40.83,14.25,12.0,130.0,tsu,1456.0,713,1
715,5.0,Tsu,611,  40.400,   14.500,12.0,130.0,eq,1456.0,715,2
716,,,615,  31.200,   34.200,,140.0,eq,1457.0,716,0
717,12.0,,618,  31.200,   34.200,11.0,140.0,eq,1458.0,717,0
718,,,616,  39.900,   40.400,,140.0,eq,1458.0,718,0
719,20.0,,620,  46.300,   16.300,5.0,130.0,eq,1459.0,719,0
720,27.0,,621,  42.300,   13.400,11.0,130.0,eq,1461.0,720,0
721,28.0,,622,  42.300,   13.500,11.0,130.0,eq,1461.0,721,0
722,,,8181,  14.100,   43.200,,60.0,eq,1463.0,722,0
723,,,624,  37.300,   -5.600,,130.0,eq,1464.0,723,0
724,,,625,  38.500,   20.500,,130.0,eq,1469.0,724,0
725,,,628,  42.600,   18.100,,130.0,eq,1471.0,725,0
726,,,626, -16.300,  -71.000,,160.0,eq,1471.0,726,0
727,,,629,  42.600,   75.200,,40.0,eq,1475.0,727,0
728,17.0,,7915,  27.500,  101.600,8.0,30.0,eq,1478.0,728,0
729,20.0,,630,  43.000,   17.600,10.0,130.0,eq,1479.0,729,0
730,3.0,Tsu,635,  36.000,   28.000,5.0,130.0,eq,1481.0,730,0
731,3.0,tsu,80,36.2,28.0,5.0,130.0,tsu,1481.0,730,0
732,15.0,,633,  26.500,   99.900,7.0,30.0,eq,1481.0,732,0
733,10.0,,634,  42.000,   15.900,9.0,130.0,eq,1481.0,733,0
734,3.0,Tsu,9808,  36.000,   28.000,10.0,130.0,eq,1481.0,734,2
735,18.0,,9809,  36.000,   28.000,12.0,130.0,eq,1481.0,735,0
736,18.0,tsu,19375,36.2,28.0,12.0,130.0,tsu,1481.0,735,1
737,15.0,,638,  42.600,   18.100,2.0,130.0,eq,1482.0,737,0
738,,,636,  26.100,   56.900,,140.0,eq,1482.0,738,0
