	I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION	COORDS
144	128		521					    										GREECE		GREECE:  DURRES,KORINTHOS	  39.600	   21.200	130.0								3.0																	('  39.600', '   21.200')
145	130		522					    									10.0	ALBANIA		ALBANIA:  DURRES	  41.200	   19.300	130.0																									('  41.200', '   19.300')
146	129		522					    									10.0	SYRIA		SYRIA	  36.200	   36.100	140.0								3.0																	('  36.200', '   36.100')
147	131		525	5.0	29.0					7.0		7.0					9.0	TURKEY		TURKEY:  ANTAKYA (ANTIOCH), SAMANDAG	  36.250	   36.100	140.0	250000.0	4.0						4.0					250000.0	4.0						4.0					('  36.250', '   36.100')
148	132		527					    									10.0	GREECE		GREECE-ALBANIA	  40.100	   20.800	130.0																									('  40.100', '   20.800')
149	134		528	11.0	29.0					7.1		7.1					10.0	TURKEY		TURKEY:  ANTAKYA (ANTIOCH)	  36.250	   36.100	140.0	4870.0	4.0						4.0					4870.0	4.0						4.0					('  36.250', '   36.100')
150	136		533	11.0	29.0													SYRIA		SYRIA:  ALEPPO	  36.200	   37.200	140.0	130000.0	4.0											130000.0	4.0											('  36.200', '   37.200')
151	5889	Tsu	543							6.8		6.8					10.0	TURKEY		TURKEY:  CYZICUS	  40.300	   27.800	140.0								3.0						3.0						3.0					('  40.300', '   27.800')
152	10058	Tsu	551	4.0														GREECE		GREECE:  MALIAKOS GULF			130.0																									(nan, nan)
153	138	Tsu	551	7.0	7.0					7.1		7.1					9.0	GREECE		GREECE:  SCHISMA, BOETIA	  38.400	   22.300	130.0	5000.0	4.0						4.0		4.0			5000.0	4.0						4.0		4.0			('  38.400', '   22.300')
154	139	Tsu	551	7.0	9.0												10.0	LEBANON		LEBANON:  BAYRUT (BEIRUT); EGYPT; IRAQ;SAUDI ARABIA	  33.900	   35.500	140.0								3.0																	('  33.900', '   35.500')
155	140		552	7.0	9.0			    									10.0	SYRIA		SYRIA:  HALAB (ALEPPO); TURKEY:  ANTAKYA (ANTIOCH)	  36.100	   37.100	140.0								3.0																	('  36.100', '   37.100')
156	141		553	7.0	9.0			    									10.0	LEBANON		LEBANON:  BAYRUT (BEIRUT)	  33.900	   35.500	140.0								3.0																	('  33.900', '   35.500')
157	5892	Tsu	554	8.0	15.0													TURKEY		TURKEY: MANDELIA	  36.500	   27.500	140.0																									('  36.500', '   27.500')
158	143		555	8.0	15.0												10.0	TURKEY		TURKEY:  ISTANBUL (CONSTANTINOPLE)	  41.040	   28.980	140.0																									('  41.040', '   28.980')
159	145		557	7.0	9.0												10.0	TURKEY		TURKEY:  ANTAKYA (ANTIOCH)	  36.100	   36.100	140.0								3.0		3.0										3.0		3.0			('  36.100', '   36.100')
160	5893		557	10.0	14.0													TURKEY		TURKEY:  MARMARA SEA	  40.900	   27.600	140.0																									('  40.900', '   27.600')
161	9971	Tsu	557							7.0		7.0					9.0	TURKEY		TURKEY:  ISTANBUL (CONSTANTINOPLE)	  40.900	   27.600	140.0																									('  40.900', '   27.600')
162	146	Tsu	558	12.0	14.0					7.0		7.0					9.0	TURKEY		TURKEY	  40.900	   28.800	140.0																									('  40.900', '   28.800')
163	147		558	12.0	25.0												10.0	ITALY		ITALY:  ANCONA	  43.600	   13.500	130.0								3.0												3.0					('  43.600', '   13.500')
164	148		565					    										TURKEY		TURKEY:  ANTAKYA (ANTIOCH)	  36.200	   36.100	140.0	30000.0	4.0																							('  36.200', '   36.100')
165	149		567					    									10.0	SLOVENIA		BALKANS NW:  SLOVENIA	  45.600	   15.300	130.0																									('  45.600', '   15.300')
166	150		579					    										TURKEY		TURKEY:  ANTAKYA (ANTIOCH)	  36.000	   36.000	140.0								3.0																	('  36.000', '   36.000')
167	151		581	7.0	9.0			    									9.0	TURKEY		TURKEY:  ANTAKYA (ANTIOCH)	  36.100	   36.100	140.0								3.0																	('  36.100', '   36.100')
168	152		587	9.0	30.0												9.0	TURKEY		TURKEY:  ANTAKYA (ANTIOCH)	  36.250	   36.100	140.0	60000.0	4.0						4.0					60000.0	4.0						4.0					('  36.250', '   36.100')
169	154		600	12.0	13.0												7.0	CHINA		CHINA:  SHAANXI PROVINCE	  34.300	  108.900	30.0	101.0	3.0						2.0		3.0			101.0	3.0						2.0		3.0			('  34.300', '  108.900')
170	155		614					    										ITALY		ITALY	  41.000	   15.000	130.0	1000.0	3.0						3.0																	('  41.000', '   15.000')
171	156		634					    										IRAN		IRAN:  TABRIZ	  38.000	   46.200	140.0								3.0																	('  38.000', '   46.200')
172	158		649	9.0	12.0					5.5		5.5					7.0	CHINA		CHINA:  SHAANXI PROVINCE:  LINFEN	  36.100	  111.500	30.0	50.0	1.0						2.0		2.0			50.0	1.0						2.0		2.0			('  36.100', '  111.500')
173	159		662	4.0	26.0			    										IRAN		IRAN:  QUMIS:  SEMNAN,DAMGHAN	  35.300	   54.000	140.0	40000.0	4.0						3.0																	('  35.300', '   54.000')
174	160		664	9.0	12.0			    		6.3						6.3	8.0	SOUTH KOREA		SOUTH KOREA:  KYONGJU	  35.500	  129.100	30.0								3.0																	('  35.500', '  129.100')
175	161		678					    									7.0	IRAQ		IRAQ:  JAZIRAH:  BETWEEN TIGRIS AND THARTHAR RIVERS	  35.000	   43.500	140.0								3.0																	('  35.000', '   43.500')
176	162	Tsu	684	11.0	29.0					8.4		8.4						JAPAN		JAPAN	  32.500	  134.000	30.0		3.0						3.0						3.0						3.0					('  32.500', '  134.000')
177	163		688														9.0	TURKEY		TURKEY:  IZMIR	  38.400	   27.200	140.0	2000.0	4.0						3.0																	('  38.400', '   27.200')
178	5894	Tsu	701	5.0	12.0					7.0		7.0						JAPAN		JAPAN:  KYOTO PREFECTURE	  35.700	  135.400	30.0																									('  35.700', '  135.400')
179	5895	Tsu	704	8.0	2.0					7.0		7.0						JAPAN		JAPAN:  KUMANONADA	  33.800	  136.700	30.0																									('  33.800', '  136.700')
180	166		713	3.0	20.0												7.0	TURKEY		TURKEY:  ANTAKYA (ANTIOCH)	  36.000	   36.000	140.0								3.0																	('  36.000', '   36.000')
181	167		715					    									9.0	TURKEY		TURKEY:  IZNIK	  40.400	   28.900	140.0								2.0																	('  40.400', '   28.900')
182	168		716	8.0	25.0			    										TURKEY		TURKEY:  ANTAKYA (ANTIOCH)	  36.000	   36.000	140.0								2.0																	('  36.000', '   36.000')
183	169		734	3.0	19.0					7.0		7.0					9.0	CHINA		CHINA:  GANSU PROVINCE:  TIANSHUI	  34.600	  105.600	30.0	101.0	3.0						2.0		3.0			101.0	3.0						2.0		3.0			('  34.600', '  105.600')
184	170		735	6.0	21.0			    	16.0	5.8						5.8	8.0	ARMENIA		ARMENIA:  BAYOTSDZOR	  39.700	   45.500	40.0								2.0																	('  39.700', '   45.500')
185	171	Tsu	740	10.0	26.0					7.3		7.3					9.0	TURKEY		TURKEY:  ISTANBUL (CONSTANTINOPLE)	  40.700	   29.300	140.0		3.0						3.0		3.0				3.0						3.0		3.0			('  40.700', '   29.300')
186	172		742					    										SYRIA		SYRIA;  ISRAEL; ASIA	  35.000	   38.000	140.0		3.0						3.0																	('  35.000', '   38.000')
187	174		743						20.0	5.5		5.5					7.0	RUSSIA		RUSSIA:  CASPIAN SEA	  42.100	   48.200	40.0								1.0												1.0					('  42.100', '   48.200')
188	173		743							7.2		7.2					9.0	IRAN		IRAN:  EIVAN-E-KAY	  35.300	   52.200	140.0								3.0												3.0					('  35.300', '   52.200')
189	9810	Tsu	744	6.0	30.0					6.4		6.4						JAPAN		JAPAN:  SHIMABARA, YATSUSHIRO, HIGO	  32.400	  130.500	30.0													1520.0	4.0						2.0	470.0	3.0			('  32.400', '  130.500')
190	175		745	6.0	5.0					7.9		7.9						JAPAN		JAPAN:  MINO	  35.500	  136.900	30.0								3.0												3.0					('  35.500', '  136.900')
191	5896	Tsu	745	6.0	9.0					6.5		6.5						JAPAN		JAPAN: OSAKA BAY	  34.600	  135.300	30.0														3.0											('  34.600', '  135.300')
192	177	Tsu	746	1.0	18.0			    		7.0						7.0	11.0	ISRAEL		ISRAEL:  TEVERYA (TIBERIAS), ARIHA (JERICHO)	  32.000	   35.500	140.0								3.0																	('  32.000', '   35.500')
193	178		748	8.0	31.0													SYRIA		SYRIA:  DIMASHQ (DAMASCUS)	  33.500	   36.300	140.0								2.0																	('  33.500', '   36.300')
194	180		749	1.0	25.0												10.0	IRAQ		IRAQ:  JAZIRAH:  NE OF THARTHAR RIVER	  35.000	   43.500	140.0								3.0																	('  35.000', '   43.500')
195	181		758					    									7.0	ISRAEL		ISRAEL:  PALESTINE; SYRIA:  HALAB; TURKEY:  ANTAKYA	  31.200	   34.200	140.0								2.0																	('  31.200', '   34.200')
196	183		763							7.6		7.6						IRAN		IRAN:  KHURASAN	  33.300	   59.300	140.0																									('  33.300', '   59.300')
197	7341	Tsu	766	7.0	20.0					6.5						6.5		JAPAN		JAPAN:  N. KAGOSHIMA BAY	  31.600	  130.700	30.0														3.0											('  31.600', '  130.700')
198	185		777														8.0	CHINA		CHINA:  HEBEI PROVINCE:  SHULU, NINGJIN	  37.800	  115.200	30.0	200.0	3.0						2.0		3.0			200.0	3.0						2.0		3.0			('  37.800', '  115.200')
199	7901		778															CHINA		CHINA:  HUNAN PROVINCE: HOANG KIN CHAN	  28.100	  111.400	30.0		3.0												3.0											('  28.100', '  111.400')
200	187		778							5.6						5.6		ITALY		ITALY:  TREVISO	  45.400	   12.200	130.0	48.0	1.0						2.0																	('  45.400', '   12.200')
201	188		780					    		6.3						6.3	8.0	SOUTH KOREA		SOUTH KOREA:  KYONGJU	  35.500	  129.100	30.0	100.0	2.0						2.0																	('  35.500', '  129.100')
202	190		788	3.0	8.0					6.5		6.5					8.0	CHINA		CHINA:  SHAANXI PROVINCE:  ANKANG, FANGXIAN	  32.500	  109.400	30.0								2.0		3.0										2.0		3.0			('  32.500', '  109.400')
203	192		793	4.0	30.0			    										ITALY		ITALY:  VERONA	  45.500	   11.000	130.0		3.0						3.0																	('  45.500', '   11.000')
204	193		796	4.0	7.0			    	100.0								10.0	GREECE		GREECE:  CRETE	  35.000	   25.000	130.0																									('  35.000', '   25.000')
205	196		801	4.0	30.0	1.0		    									10.0	ITALY		ITALY:  ROMA (ROME)	  41.900	   12.600	130.0								4.0																	('  41.900', '   12.600')
206	198		802	5.0	31.0			    									10.0	ITALY		ITALY:  PADOVA	  45.400	   11.900	130.0																									('  45.400', '   11.900')
207	5897	Tsu	803	12.0	19.0													TURKEY		TURKEY: GULF OF ISKENDERUN	  36.950	   35.600	140.0								1.0												1.0					('  36.950', '   35.600')
208	199		811															UK		UNITED KINGDOM:  SCOTLAND:  ST ANDREWS	  56.300	   -2.800	120.0	1400.0	4.0						3.0		3.0		3.0	1400.0	4.0						3.0		3.0			('  56.300', '   -2.800')
209	200		814	4.0	2.0					7.0		7.0						CHINA		CHINA:  SICHUAN PROVINCE:  XICHANG	  27.900	  102.200	30.0	101.0	3.0						1.0					101.0	3.0						1.0					('  27.900', '  102.200')
210	202		818	5.0	15.0				50.0	7.5		7.5					8.0	AFGHANISTAN		AFGHANISTAN; INDIA:  HINDU-KUSH; KAZAHKSTAN:  BALKHA	  36.800	   66.200	40.0		3.0						3.0						3.0						3.0					('  36.800', '   66.200')
211	5898	Tsu	818	8.0						7.9		7.9						JAPAN		JAPAN:  TOKKAIDO	  35.200	  139.300	30.0		3.0						2.0						3.0						2.0					('  35.200', '  139.300')
212	205		820	8.0	19.0													CHINA		CHINA:  SHAANXI PROVINCE:  FAN CHONG	  37.400	  112.600	30.0	20.0	1.0											20.0	1.0											('  37.400', '  112.600')
213	206		835	1.0	5.0			    									9.0	TURKEY		TURKEY:  ANTAKYA (ANTIOCH)	  36.000	   36.000	140.0								3.0																	('  36.000', '   36.000')
214	207		838	11.0	23.0			    										UZBEKISTAN		UZBEKISTAN:  FERGANA	  40.400	   71.300	40.0	15000.0	4.0						4.0																	('  40.400', '   71.300')
215	8262	Tsu	842	10.0	24.0													UK		UNITED KINGDOM:  CHANNEL ISLANDS; GAUL	  49.500	   -2.500	120.0								1.0												1.0					('  49.500', '   -2.500')
216	208		844	9.0	18.0			    									8.0	SYRIA		SYRIA:  DIMASHQ (DAMASCUS); TURKEY:  ANTAKYA	  33.500	   36.300	140.0	50000.0	4.0						4.0																	('  33.500', '   36.300')
217	209		845	9.0	6.0			    										IRAQ		IRAQ:  AL-MAWSIL	  36.200	   43.100	140.0	50000.0	4.0																							('  36.200', '   43.100')
218	210		846														8.0	TURKEY		TURKEY:  ANTAKYA; LEBANON:  HIMS; IRAQ:  MOSUL	  36.100	   36.100	140.0								3.0												3.0					('  36.100', '   36.100')
219	215		847	6.0													10.0	ITALY		ITALY:  MOLISE, ISERNIA	  41.600	   14.200	130.0								3.0												3.0					('  41.600', '   14.200')
220	216		847	11.0	24.0													SYRIA		SYRIA:  DIMASHQ (DAMASCUS)	  33.500	   36.300	140.0								2.0												2.0					('  33.500', '   36.300')
221	211		847														10.0	IRAQ		IRAQ:  AL-MAWSIL	  36.210	   42.080	140.0	70000.0	4.0						3.0					70000.0	4.0						3.0					('  36.210', '   42.080')
222	217		850	7.0	15.0													IRAN		IRAN:  REY (RAY)	  35.300	   51.200	140.0	45000.0	4.0						3.0					45000.0	4.0											('  35.300', '   51.200')
223	5899	Tsu	850	11.0	27.0					7.0		7.0						JAPAN		JAPAN:  YOMAGATA, SHONAI	  39.000	  139.900	30.0														3.0						2.0					('  39.000', '  139.900')
224	218		851						10.0	5.2		5.2					8.0	ARMENIA		ARMENIA:  DVIN	  40.000	   44.600	40.0	12000.0	4.0											12000.0	4.0											('  40.000', '   44.600')
225	219		853														10.0	ITALY		ITALY:  BOIANO	  41.500	   14.500	130.0																									('  41.500', '   14.500')
226	222		854	6.0	2.0												10.0	TUNISIA		TUNISIA:  KAIROUAN, TUNIS	  35.700	   10.100	15.0								3.0		3.0										3.0		3.0			('  35.700', '   10.100')
227	221		854														8.0	FRANCE		FRANCE:  CAMBRAI,TOURNAI,MAYENCE	  50.100	    3.100	120.0								2.0																	('  50.100', '    3.100')
228	220		854															ARMENIA		ARMENIA:  TOVIN	  40.000	   45.000	40.0	2000.0	4.0						3.0					2000.0	4.0						3.0					('  40.000', '   45.000')
229	224		855	5.0	22.0													IRAN		IRAN:  REY (RAY)	  35.300	   51.200	140.0		3.0						3.0		3.0				3.0						3.0		3.0			('  35.300', '   51.200')
230	225		856	1.0					10.0	4.5		4.5					8.0	ARMENIA		ARMENIA:  DVIN	  40.000	   44.600	40.0								3.0		3.0				2.0						3.0		3.0			('  40.000', '   44.600')
231	230		856	12.0	3.0												10.0	TUNISIA		TUNISIA:  TUNIS	  36.800	   10.200	15.0	45000.0	4.0						4.0					45000.0	4.0						4.0					('  36.800', '   10.200')
232	232		856	12.0	22.0					7.9		7.9					10.0	IRAN		IRAN:  DAMGHAN, QUMIS	  36.200	   54.300	140.0	200000.0	4.0						4.0		4.0			200000.0	4.0						4.0		4.0			('  36.200', '   54.300')
233	227		856	12.0														GREECE		GREECE:  KORINTHOS,PATRAI (PATRAS)	  37.900	   22.900	130.0	45000.0	4.0											45000.0	4.0											('  37.900', '   22.900')
234	8179		857	4.0														EGYPT		EGYPT			15.0								2.0		2.0		2.0								2.0				2.0	(nan, nan)
235	234		858	1.0					10.0	5.2						5.2		TURKEY		TURKEY; ARMENIA:  DVINA	  40.000	   44.600	140.0	12000.0	4.0						3.0																	('  40.000', '   44.600')
236	235		858	4.0	19.0													IRAN		IRAN:  TABRIZ	  38.000	   46.200	140.0		3.0						3.0																	('  38.000', '   46.200')
237	238		859	4.0	8.0												11.0	TURKEY		TURKEY:  ANTAKYA (ANTIOCH)	  36.000	   36.000	140.0		3.0						3.0																	('  36.000', '   36.000')
238	240		860	5.0	23.0			    									8.0	IRAQ		IRAQ:  BAGHDAD	  33.000	   44.500	140.0								2.0																	('  33.000', '   44.500')
239	242		863	2.0	24.0													IRAN		IRAN:  REY (RAY)	  35.300	   51.200	140.0		3.0						3.0																	('  35.300', '   51.200')
240	243		863	4.0					10.0	4.9						4.9		TURKEY		TURKEY; ARMENIA:  DVINA	  40.000	   44.600	140.0		3.0						2.0																	('  40.000', '   44.600')
241	7342	Tsu	863	7.0	10.0					7.0		7.0						JAPAN		JAPAN: NAOETSU, NIIGATA PREFECTURE	  37.100	  138.000	30.0		3.0						3.0		3.0				3.0						3.0		3.0			('  37.100', '  138.000')
242	241		863															IRAN		IRAN:  TABRIZ; ARMENIA:  JEREVAN (ERIVAN)	  38.000	   46.200	140.0		3.0						3.0																	('  38.000', '   46.200')
243	244		864	1.0	15.0			    										IRAN		IRAN:  REY	  35.300	   51.200	140.0								2.0																	('  35.300', '   51.200')
244	245		867	1.0	9.0			    									10.0	TURKEY		TURKEY	  41.000	   29.000	140.0																									('  41.000', '   29.000')
245	247	Tsu	869	7.0	13.0					8.6		8.6						JAPAN		JAPAN:  SANRIKU	  38.500	  143.800	30.0		3.0						4.0		3.0				4.0						4.0		3.0			('  38.500', '  143.800')
246	254		871	11.0	18.0					6.8		6.8					7.0	IRAN		IRAN:  SAIMAREH	  33.200	   47.200	140.0	20000.0	4.0						4.0		4.0			20000.0	4.0						4.0		4.0			('  33.200', '   47.200')
247	259		876	7.0	14.0					6.5		6.5					8.0	CHINA		CHINA:  NINGXIA: QINGTONGXIA	  37.800	  105.900	30.0		3.0						2.0		2.0				3.0						2.0		2.0			('  37.800', '  105.900')
248	260		881	5.0	27.0												10.0	ALGERIA		ALGERIA-MOROCCO	  30.000	   -6.000	15.0																									('  30.000', '   -6.000')
249	261		885	11.0	27.0												10.0	EGYPT		EGYPT:  AL-QAHIRAH (CAIRO)	  30.000	   31.100	15.0	1000.0	3.0						3.0		3.0		3.0	1000.0	3.0						3.0		3.0			('  30.000', '   31.100')
250	5900	Tsu	887	8.0	2.0					6.5		6.5						JAPAN		JAPAN:  HONSHU:  NIIGATA	  37.500	  138.100	30.0													2000.0	4.0											('  37.500', '  138.100')
251	262	Tsu	887	8.0	26.0					8.6		8.6						JAPAN		JAPAN:  NANKAIDO	  33.000	  135.300	30.0		2.0						3.0		3.0				3.0						3.0		3.0			('  33.000', '  135.300')
252	263		891					    	20.0	6.3						6.3	9.0	IRAN		IRAN:  ARDABIL	  38.300	   48.300	140.0								3.0																	('  38.300', '   48.300')
253	268		893	12.0	24.0				10.0								10.0	ARMENIA		ARMENIA:  DVIN; IRAN:  ARDABIL	  40.000	   44.600	140.0	150000.0	4.0						4.0		4.0			150000.0	4.0						4.0		4.0			('  40.000', '   44.600')
254	270		894					    		5.3						5.3		ITALY		ITALY:  VERONA	  45.300	   11.000	130.0		2.0						2.0																	('  45.300', '   11.000')
255	272		896	9.0	4.0			    									10.0	MACEDONIA		BALKANS NW:  MACEDONIA	  41.700	   22.900	130.0																									('  41.700', '   22.900')
256	271		896					    										ITALY		ITALY:  ROMA (ROME)	  41.900	   12.600	130.0		3.0						3.0																	('  41.900', '   12.600')
257	273		898					    										IRAN		IRAN:  REY (RAY)	  35.300	   51.200	140.0								3.0																	('  35.300', '   51.200')
258	274		910	9.0	9.0			    										IRAQ		IRAQ:  KUFAH,BAGHDAD	  33.200	   44.200	140.0								2.0																	('  33.200', '   44.200')
259	275		912	4.0				    										IRAN		IRAN:  DINAVAR	  34.600	   47.800	140.0								3.0																	('  34.600', '   47.800')
260	5901	Tsu	922							7.0		7.0						JAPAN		JAPAN:  KUMANONADA	  33.800	  136.700	30.0								1.0												1.0					('  33.800', '  136.700')
261	276		942	6.0				    	20.0	6.7						6.7	9.0	UZBEKISTAN		UZBEKISTAN:  BUKHARA	  39.700	   64.500	40.0								3.0																	('  39.700', '   64.500')
262	277		942	9.0	15.0													IRAN		IRAN:  LADNESA	  36.000	   51.700	140.0		3.0																							('  36.000', '   51.700')
263	280		943	8.0	20.0													TURKMENISTAN		TURKMENISTAN:  NISA	  38.000	   58.300	40.0	5000.0	4.0						3.0																	('  38.000', '   58.300')
264	281		951					    									9.0	SYRIA		SYRIA:  HALAB (ALEPPO),RAHBA,DULUK; TURKEY: ANTAKYA	  36.100	   37.100	140.0								3.0																	('  36.100', '   37.100')
265	282		953	8.0	20.0			    	18.0	7.1						7.1	10.0	TURKMENISTAN		TURKMENISTAN:  NISA	  38.000	   58.300	40.0								3.0																	('  38.000', '   58.300')
266	284		956	4.0	15.0			    										IRAN		IRAN:  HAMADAN	  34.900	   48.400	140.0		3.0						2.0																	('  34.900', '   48.400')
267	286		957	4.0													7.0	IRAQ		IRAQ:  HALWAN; IRAN:  KEREND,QASR-E-SHIRIN	  34.800	   44.800	140.0								3.0																	('  34.800', '   44.800')
268	287	Tsu	957					    										IRAN		IRAN:  RAY, TALQAN	  35.700	   51.400	140.0																									('  35.700', '   51.400')
269	290		958	2.0	23.0			    										IRAN		IRAN:  REY (RAY); AFGHANISTAN: TALQAN	  35.300	   51.200	140.0		3.0						3.0																	('  35.300', '   51.200')
270	293		958	3.0				    										IRAQ		IRAQ:  HALWAN,JALULA,KHANIKIN,BAGHDAD	  33.200	   44.200	140.0								3.0																	('  33.200', '   44.200')
271	294	Tsu	963	7.0	22.0												11.0	ITALY		ITALY:  SICILY	  38.000	   15.000	130.0		3.0												4.0											('  38.000', '   15.000')
272	295		972					    									9.0	TURKEY		TURKEY:  ANTAKYA (ANTIOCH); SYRIA	  36.100	   36.100	140.0								2.0																	('  36.100', '   36.100')
273	297		977	8.0	19.0			    										IRAN		IRAN:  TAHERI (SIRAF)	  27.400	   52.200	140.0								3.0																	('  27.400', '   52.200')
274	298		978	6.0	17.0					5.3		5.3					7.0	IRAN		IRAN:  TAHERI (SIRAF)	  27.700	   52.300	140.0	2000.0	4.0						3.0		3.0			2000.0	4.0						3.0		3.0			('  27.700', '   52.300')
275	299		985	2.0	10.0			    										ITALY		ITALY:  BENEVENTO	  41.100	   14.800	130.0								2.0																	('  41.100', '   14.800')
276	300		986	5.0	13.0												8.0	IRAQ		IRAQ:  AL-MAWSIL (MOSUL)	  36.200	   43.100	140.0		3.0						3.0																	('  36.200', '   43.100')
277	303		990					    									10.0	ITALY		ITALY:  BENEVENTO	  41.100	   14.800	130.0																									('  41.100', '   14.800')
278	304	Tsu	991	4.0	5.0			    									9.0	SYRIA		SYRIA:  DIMASHQ (DAMASCUS)	  33.500	   36.300	140.0								2.0																	('  33.500', '   36.300')
279	7902		999	8.0	23.0													CHINA		CHINA:  HUNAN PROVINCE	  29.000	  112.000	30.0		2.0						2.0						2.0						2.0					('  29.000', '  112.000')
280	7904		999	10.0						5.5		5.5					7.0	CHINA		CHINA:  JIANGSU PROVINCE:   CHANGZHOU	  31.800	  119.900	30.0								1.0												1.0					('  31.800', '  119.900')
281	306		1000	1.0													8.0	SLOVENIA		BALKANS NW:  SLOVENIA:  LJUBLJANA	  46.000	   14.500	130.0								3.0																	('  46.000', '   14.500')
282	307		1000	4.0	30.0													CHINA		CHINA:  SHAANXI PROVINCE	  35.000	  110.000	30.0	62.0	2.0						1.0					62.0	2.0						1.0					('  35.000', '  110.000')
283	309		1001	1.0														CHINA		CHINA:  SHAANXI PROVINCE:  TSIN	  34.300	  109.000	30.0	60.0	2.0											60.0	2.0											('  34.300', '  109.000')
284	308		1001					    		6.0						6.0		ITALY		ITALY:  VERONA	  45.300	   11.000	130.0		3.0						2.0																	('  45.300', '   11.000')
285	312		1003					    										FRANCE		FRANCE:  BURGUNDY	  47.000	    6.000	120.0								3.0																	('  47.000', '    6.000')
286	311		1003						20.0	4.2						4.2	7.0	TURKEY		TURKEY:  KARS, DIGOR, ANI (ARMENIA)	  40.500	   43.300	140.0		3.0						2.0																	('  40.500', '   43.300')
287	316		1007	9.0	17.0												8.0	IRAQ		IRAN-IRAQ:  DINAVAR,BAGHDAD, TIGRIS-KTESIPHON	  33.200	   44.200	140.0	16000.0	4.0						3.0																	('  33.200', '   44.200')
288	318	Tsu	1008	4.0	11.0					6.5		6.5						IRAN		IRAN-IRAQ:  DAINAWAR	  27.665	   52.348	140.0	16000.0	4.0						4.0					16000.0	4.0						4.0					('  27.665', '   52.348')
289	319		1010	3.0	9.0			    									10.0	TURKEY		TURKEY	  41.000	   29.500	140.0																									('  41.000', '   29.500')
290	321		1013														10.0	ICELAND		ICELAND:  SUDURLAND	  64.000	  -21.000	120.0	11.0	1.0											11.0	1.0											('  64.000', '  -21.000')
291	322		1021	5.0	12.0	10.0		    									9.0	SWITZERLAND		SWITZERLAND	  47.500	    7.600	120.0								3.0																	('  47.500', '    7.600')
